cl_from	cl_to
653906	361955
816878	361955
341218	1248
116997	312430
458571	362559
463245	362559
146703	593951
1076145	1556548
1092534	1610966
220571	1584677
756533	1213
756533	1472692
286214	919
843481	361955
875491	1653242
532623	1593
534119	1597
156575	1506
717549	312430
903856	1610978
662925	4734
71934	312430
734477	312430
892120	361955
811251	361955
869228	361955
854203	361955
819458	1668632
149719	681680
670751	1325
323490	1501538
1024318	312430
748702	1406050
807068	1651050
53701	1651050
464959	362559
457686	362559
1006109	1651050
388321	593951
388318	996
778164	1459
327556	10771
327556	10783
139444	312430
662228	1540
166608	312430
174092	1497866
454080	362559
1106729	1497866
813288	361955
472505	362559
148012	312430
123193	312430
126077	5597
1170204	1550796
458062	362559
116705	312430
1132502	10787
836772	1328009
123214	312430
52429	312430
1151419	495575
507631	1620878
134796	312430
443546	362559
1189947	312430
149720	681680
1194100	312430
63328	1653245
985259	10783
766740	1613301
257611	312430
403197	5350
403197	10700
922305	840
198799	312430
1047548	5598
459626	362559
138949	5607
247961	312430
45585	312430
310658	312430
839975	361955
1143032	1508291
501963	362559
840067	361955
1072111	1478636
849512	361955
124333	1285
435425	1610978
187881	1610978
142799	312430
1192460	520562
341652	1354
341645	517858
467220	362559
819588	361955
547180	1134959
765630	1134959
469831	362559
12335	1134959
305676	1134959
503066	1134959
755153	1161693
892443	362559
885103	361955
811634	361955
103574	312430
274082	1134959
526558	1134959
753597	1134959
653058	1134959
566821	361955
566821	1134959
153879	1040
1235663	997
834567	1610978
151742	312430
1215815	609737
149721	681680
445689	362559
1208509	5355
1208509	10708
1128360	747
1076531	1580996
789621	1484665
34530	5363
706828	25229
47339	1411
9597	1085360
289294	1610978
801420	1610978
46905	1610978
428851	1610978
841736	5633
1055431	1631495
737948	312430
12840	5595
1122608	1019836
481418	10526
481418	10527
481418	10528
481418	10529
1241219	5628
446540	5623
446540	1210203
842997	1019836
802673	10529
1036226	5634
1074654	1238
510713	1085
387469	1059
270983	5398
231146	1450
169485	1584772
73175	5628
631801	1182
142997	312430
890035	361955
459671	987
600036	1001825
462123	362559
117216	1610978
1023997	10692
115555	25239
927712	10692
109319	312430
736843	932
882646	361955
209570	312430
470104	312430
563861	312430
133463	312430
1093117	10782
42948	1464
411414	5604
1215770	609737
498959	312430
149723	681680
945193	5258
528446	1216
854217	361955
766741	1613301
935652	1497866
874052	361955
207466	312430
446009	362559
818403	361955
468416	312430
100299	312430
827880	361955
467766	362559
181310	1651050
181010	1651050
180868	1651050
820437	361955
883953	361955
181305	1651050
181016	1651050
457897	362559
1079148	1651050
149725	681680
118206	5394
1002416	1515338
126634	312430
810919	1410
810919	1581021
856740	1453
856740	1584546
175819	312430
283712	5348
737176	1597
1020472	1003748
748877	1610967
748877	1610973
472810	362559
187091	312430
891160	361955
149727	1326
149727	681680
510368	1581007
217331	312430
93223	312430
149731	681680
670752	1325
766744	1613301
766745	1613301
851355	362559
123216	312430
940517	312430
741287	1524
844412	362559
844412	1653242
877059	361955
467753	362559
571277	312430
571277	1620878
766746	1613301
1223902	5355
1223902	10709
1223902	10804
1134390	361955
196061	1653243
411346	1203946
99590	312430
538139	11090
766747	1613301
792925	1663356
867482	361955
64758	5623
64758	1210203
954780	1497866
434124	362559
967743	1668248
767237	361955
766748	1613301
455829	1001825
925966	1651050
448215	362559
671873	1332
766990	1613301
196487	1407
969680	1497866
185783	312430
7537	1585657
749742	1668249
793440	1663356
116343	1658695
804522	4736
865544	361955
149734	681680
766992	1613301
766993	1613301
766995	1613301
796827	1309
149736	681680
336191	517858
149738	681680
149740	681680
753961	1613301
776032	1613301
60561	312430
53038	987
53038	1581004
281287	5362
44449	1026
443388	362559
818941	361955
307718	1157
307718	1581024
440783	362559
825005	361955
694015	362559
879151	361955
642568	361955
474490	362559
118163	312430
1106688	1497866
452819	362559
384967	1509055
776034	1613301
838161	312430
1156505	4862
776036	1613301
218357	5622
498802	1228
70875	312430
445558	362559
776037	1613301
776038	1613301
123370	312430
320600	1182
62921	312430
776039	1613301
776041	1613301
121166	312430
123425	312430
1241951	5359
313569	10805
1241952	10777
915270	1653244
835175	361955
776042	1613301
149743	681680
776043	1613301
776225	1613301
55419	1330464
900555	5636
776226	1613301
147302	312430
727967	361955
761688	312430
594034	1651050
1251011	1651050
813266	361955
299042	1225547
856310	361955
649322	1611848
828050	361955
217478	312430
776227	1613301
776228	1613301
776270	1613301
812982	361955
237030	1668767
908486	1651050
149750	681680
462046	362559
163002	312430
735573	933
639292	1152
639292	718765
443366	362559
778921	1653242
318687	5703
234009	312430
882771	361955
1242633	362559
443957	362559
478587	361955
14568	312430
123638	1610966
407686	138985
443151	362559
94115	5590
1005534	5364
1005534	10704
824983	361955
819870	25224
484231	1003
1157861	1003
611630	1285
611630	1286
611630	1554
611630	11032
143879	5324
1222862	1266
972016	1668202
179502	1204
415236	5634
1240846	138973
449739	593951
329744	891
329744	312430
1227882	6175
1227882	1584196
1215650	1203972
1174213	1479739
946832	10526
602448	10526
174029	312430
152412	1163
532620	1584608
1133532	1163
863888	929
179505	1191
307840	1024
1209444	5578
74803	5589
465104	5626
398510	1602
603167	6175
453139	10771
453139	10789
1220157	609737
1242390	1237
649634	1268
182453	312430
1176071	138977
113432	1658695
123688	312430
875760	361955
1160632	241620
870915	361955
812109	361955
678522	593951
776440	1613301
817556	361955
890283	361955
867479	361955
681635	1568
448355	5395
550749	1062
873335	1237
892714	593951
152613	922
1239848	887
202273	312430
459577	805
852592	1240
866427	954
846836	361955
1225727	1516227
64297	312430
168276	312430
651084	875
705261	1558
1216396	5358
1080235	1581003
190703	1406704
824930	361955
183531	139877
890582	361955
457225	362559
402343	1584606
87836	312430
1235719	915
388315	593951
797416	1406050
771261	1572233
1149312	138977
1074573	1581014
225189	839
82579	1019394
1205901	312430
468673	362559
99717	997
92287	1526931
242719	1603
28417	312430
82977	312430
1109649	1106
1109649	1582677
446366	362559
848683	361955
108036	5327
108036	5331
415340	910
1031351	608336
432353	362559
362440	361955
362440	1405767
704013	361955
63872	361955
481246	5351
879857	361955
854213	361955
995476	362559
440970	361955
473996	362559
438534	362559
814906	361955
387750	362559
435825	362559
828037	361955
890563	361955
461152	362559
817051	361955
657053	1001825
180720	1651050
743541	1651050
874924	361955
815480	361955
149753	681680
484372	1178
74832	1195
347649	5369
1248355	1434506
1230752	7055
911927	1651050
646707	10773
646707	1597651
26440	312430
128823	5324
388573	5359
388573	10783
820553	361955
867720	361955
134306	1330464
531945	1023
870196	361955
123232	362559
808618	312430
770892	312430
819806	361955
812110	361955
854498	361955
824223	361955
1235959	1584731
285357	10793
876591	361955
389448	5356
391745	5367
234114	5365
678098	5332
435117	1667418
894111	1653665
775213	1022
881807	361955
316421	361955
421189	1001825
446419	362559
890585	361955
1203217	312430
666960	1479914
1215883	5580
932737	11025
340009	5620
1023667	1651050
1052726	361955
1215796	609737
947968	1665760
165770	1411
328718	1584182
15225	312430
775214	1019
279898	361955
811530	361955
186649	312430
1074139	312430
737161	1596
502060	361955
843431	361955
761834	361955
811333	361955
883398	361955
181773	312430
801177	312430
877618	361955
883397	361955
795315	1663356
773769	362559
391698	1663356
1174257	312430
209168	1610978
78981	1355
958329	1515338
922942	10788
462216	5359
462216	10777
866560	10692
455110	10782
799362	1610978
799363	1610978
779634	1024
129096	1259
183862	5611
870013	361955
903129	1406050
450195	362559
864908	1542205
1217815	25229
165964	312430
436438	362559
774300	1243
313049	1471
459382	958
877802	361955
445845	362559
858113	361955
433292	362559
934087	362559
439617	362559
181579	1651050
1198222	312430
828058	361955
590092	1651050
436906	1001825
863367	361955
58670	361955
436582	362559
906643	499514
1111164	139877
190707	1406704
457386	1180
884624	361955
812083	361955
99741	1001825
460815	362559
852854	361955
813983	361955
850314	1542205
824991	361955
260548	490700
474729	362559
822124	361955
446359	362559
868111	361955
457479	362559
825307	361955
773787	1651050
101129	1584536
1008766	361955
837477	361955
863572	361955
878247	361955
737060	1596
820557	361955
795275	361955
455544	362559
840832	361955
453382	362559
469458	838
64817	1580161
341394	361955
880752	361955
832689	361955
564505	361955
1077328	5350
1077328	5356
1077328	5369
1077328	10794
572789	593921
862907	361955
1237062	10771
149755	681680
460370	362559
784140	10787
182285	920
825048	361955
471234	362559
659392	912
753442	1242
727198	361955
796327	1670765
1070485	312430
865112	361955
305264	361955
457463	362559
810844	361955
872196	361955
32047	1045
996603	1152
812773	5255
280460	921
1054227	1241
285229	1085
342183	5390
156625	1481842
628044	1307
848227	361955
932313	1008348
156626	1481830
884137	361955
51845	312430
793708	1663356
270018	5323
270018	5332
1099388	312430
609330	1658604
613143	1658604
1132503	10837
124225	5322
124225	5329
386790	1047
483834	5350
213944	1177
538441	241896
1215904	609737
1215933	609737
57087	138977
1130171	1610973
1130171	1610978
1130171	1665726
1215953	609737
879837	361955
860723	361955
118981	1668248
320302	593921
1215811	609737
1215795	609737
667121	361955
1215917	609737
17813	1135438
825737	1668249
173459	312430
738731	5617
1156336	1499472
702433	361955
1212009	312430
846929	361955
649622	878
691198	1039
649625	1482391
649623	1585653
1242093	1473976
428058	5618
754634	959
730533	997
704667	1492561
469833	362559
262732	768
719769	1496
239021	983
284532	1001825
761590	312430
463555	362559
219479	312430
33871	1658695
793903	1663356
825800	361955
131081	1001825
463152	361955
640797	817
728112	361955
457512	362559
696463	362559
384802	11052
197892	312430
73097	312430
285540	1450
285540	98061
123371	312430
1168217	312430
132251	594073
706427	1518618
847560	361955
846770	1391
813575	361955
698795	1470369
410622	620
867772	312430
805270	241896
45642	1470369
1158897	241620
732453	312430
49577	589567
900469	1470369
110678	1470369
370949	1470369
300818	1470369
196946	1470369
140759	312430
69311	1470369
200243	1470369
694918	312430
115977	1470369
371986	1580161
1137154	241896
1144635	241896
259827	1486488
307972	1582317
965036	1384862
360644	1384862
364213	1384862
352889	1384862
350954	681680
352893	1384862
352897	1384862
352899	1384862
352901	1384862
43229	1384862
238624	1384862
353001	1384862
353013	1384862
353015	1384862
353019	1384862
366353	1384862
354194	1384862
366175	1384862
357333	1384862
357346	1384862
357387	1384862
357389	1384862
357395	1384862
357402	1384862
357405	1384862
359626	1384862
359628	1384862
359631	1384862
701291	1384862
129576	1384862
359644	1384862
359646	1384862
89887	1384862
359655	1384862
359657	1384862
359661	1384862
359663	1384862
359665	1384862
359667	1384862
360318	1384862
283950	1384862
360320	1384862
360322	1384862
111237	1384862
357383	1384862
360326	1384862
360328	1384862
843106	1384862
360340	1384862
360345	1384862
360347	1384862
360349	1384862
360351	1384862
360356	1384862
360358	1384862
360364	1384862
360366	1384862
111639	1384862
360372	1384862
360374	1384862
360466	1384862
360469	1384862
360478	1384862
360334	1384862
360354	1384862
360631	1384862
360633	1384862
360635	1384862
360640	1384862
360642	1384862
360645	1384862
364066	1384862
111126	1384862
364109	1384862
364114	1384862
364140	1384862
691268	1384862
364204	1384862
364206	1384862
364217	1384862
359648	1384862
366154	1384862
364330	1384862
366158	1384862
366161	1384862
366163	1384862
366200	1384862
366202	1384862
366204	1384862
172491	593951
366206	1384862
366329	1384862
357393	1384862
357399	1384862
357344	1384862
366159	1384862
77169	1384862
696090	241896
4809	1668249
1103705	636
1103706	639
1103707	637
881750	640
881468	648
881701	650
881724	651
881727	652
881734	653
183660	312430
460359	1664671
1238352	621
75260	312430
1085147	624
553217	1526845
1217276	1668249
365434	312430
243589	312430
26094	312430
642108	1572235
4813	312430
1059516	1488281
973948	241893
146266	312430
4043	312430
514709	1000169
338726	517858
549418	1384862
1188017	312430
336477	517858
336483	517858
336515	517858
336517	517858
336522	517858
336604	517858
336613	517858
336667	517858
336671	517858
336680	517858
336682	517858
336686	517858
336692	517858
336699	517858
336706	517858
336716	517858
336719	517858
336832	517858
336835	517858
336852	517858
336856	517858
336858	517858
336860	517858
336862	517858
336864	517858
336866	517858
336868	517858
336871	517858
336875	517858
336877	517858
336881	517858
336884	517858
336886	517858
336890	517858
337201	517858
337203	517858
337204	517858
337208	517858
337210	517858
337213	517858
337216	517858
337219	517858
337221	517858
337224	517858
337227	517858
337229	517858
337232	517858
337235	517858
337243	517858
337246	517858
337254	517858
337260	517858
337394	517858
337397	517858
337405	517858
337417	517858
337419	517858
337421	517858
337900	517858
337903	517858
337905	517858
337907	517858
337910	517858
337915	517858
338102	517858
338130	517858
338108	517858
337409	517858
338116	517858
338134	517858
338118	517858
338120	517858
338123	517858
338139	517858
338165	517858
338282	517858
338284	517858
338286	517858
338288	517858
338317	517858
338326	517858
338328	517858
338329	517858
338331	517858
338333	517858
338337	517858
338340	517858
338385	517858
338387	517858
338389	517858
338391	517858
338393	517858
338408	517858
338410	517858
338413	517858
338416	517858
338418	517858
338427	517858
338431	517858
338435	517858
338437	517858
338445	517858
338447	517858
338449	517858
338451	517858
336496	517858
336684	517858
336712	517858
336695	517858
336721	517858
337423	517858
338095	517858
338280	517858
336697	517858
4416	1572235
315948	312430
8129	5370
1233209	989
465979	958
213308	1668248
862109	1610978
164559	752
330940	5321
330940	5340
291100	885
784810	1482776
1215949	609737
666242	1546
867285	1542205
46240	312430
832084	361955
882443	361955
446015	362559
831807	937
91375	312430
13190	1486488
95905	312430
23716	312430
1125388	5359
1125388	10703
752863	1494
460473	362559
124386	5367
179740	1497866
1179770	624
806121	1653665
813011	361955
751739	312430
883389	361955
840290	361955
454186	5385
439259	1602
326418	840
779588	1572235
126568	312430
656531	1481519
924692	10776
931372	5329
376618	1581011
722291	1572235
776466	593951
181826	312430
659064	1531
43212	312430
1248464	312430
92731	1668248
457162	362559
1062789	10777
818935	361955
784799	910
735880	5318
876565	5390
716337	5401
8157	1668249
199029	1119
480907	915
910061	1515338
874072	361955
934649	10776
934649	1597650
729818	5344
837392	5604
593391	846
803660	490700
1212219	312430
433064	362559
919179	1651050
467291	362559
1194438	312430
444701	362559
1155338	1182
457098	362559
794913	1651050
733002	312430
444765	362559
464319	362559
833526	361955
3015	1584597
189611	1306
78537	1336
109215	740
268780	881
1155335	1181
347376	1180
61476	5370
1215779	609737
980645	312430
890255	361955
181409	1651050
134987	1651050
820633	361955
140679	312430
280886	5395
871658	361955
447567	362559
828020	361955
437095	362559
512432	10783
741945	361955
820628	361955
473498	362559
853794	361955
821478	361955
815880	361955
1180238	312430
457863	362559
1014076	312430
825796	361955
346273	361955
22032	490700
730172	361955
116557	499028
31890	489164
456263	362559
437101	362559
820444	361955
253795	1001825
101642	312430
320991	312430
827659	361955
307325	1597
1181093	10771
1182072	10773
598198	856
931522	1499582
1173946	241620
439723	5591
1080096	1581024
149757	681680
651091	871
715875	1033
1181810	879
285244	984
672650	312430
86447	312430
156650	1481837
522739	139880
815244	361955
440665	4740
471691	362559
817053	361955
472003	362559
866434	927
650688	847
922573	312430
152327	312430
783317	1462
870004	361955
473010	10773
473010	10788
72862	312430
447588	362559
471511	362559
469834	362559
15925	240047
1085974	10775
1085974	10785
867488	361955
847880	361955
848688	361955
443613	362559
1215823	609737
376126	5395
445692	362559
822118	361955
396182	361955
835791	361955
880126	361955
879880	361955
869808	361955
808676	1651050
877009	361955
218366	5589
383127	1610978
813515	361955
774169	1632763
93676	362559
829840	361955
76795	312430
464585	362559
436599	362559
869650	361955
441676	362559
876444	361955
198649	361955
1180275	241620
125481	362559
457116	362559
56043	1651050
1104265	10775
1104265	10788
472509	362559
123426	312430
853786	361955
596688	361955
1215940	609737
1192539	6177
195154	5598
123194	312430
309970	1574071
834326	361955
1214015	1359544
727638	361955
484402	5606
704017	1067
882440	361955
805809	5610
459247	362559
816649	756
91372	1053950
911201	1668249
466791	362559
457713	362559
462084	362559
737355	361955
472004	362559
464790	362559
736997	1594
156656	1481837
828013	361955
884125	361955
815258	361955
868099	361955
869196	361955
867945	361955
631590	361955
568791	312430
104128	312430
287747	1422
118410	10793
118410	10805
750993	1609284
458391	362559
317265	882
317265	97992
811437	361955
751546	361955
449152	362559
469201	362559
1183696	5258
92382	5361
92382	10775
92382	10789
92382	1597651
905609	1610958
980402	11033
25137	11026
61157	1668248
328694	1668248
625409	1066
1160612	1515338
474372	5355
181179	312430
182819	312430
819459	1668632
796969	1631586
6822	5351
1026411	1055
501485	1119
591202	1059
51919	312430
134800	312430
245670	1653243
7108	1582804
19534	885
783319	1455
658168	979
658172	979
130713	5387
284135	5358
284135	10704
1241010	158625
437816	10783
442235	1053950
788342	10773
878393	361955
776443	1613301
393123	1048
393123	1049
393123	1051
630137	856
1247734	1173
812972	361955
1210985	312430
464197	362559
746541	1007
715987	1032
774777	1155
752888	1494
459592	807
1149348	759
1043078	1665760
847733	312430
281542	362559
261034	1610978
511010	1610978
376129	5618
142151	312430
767782	312430
907745	25228
70203	312430
848349	1610978
764090	1581005
575905	1556547
813722	361955
821492	361955
126354	1085360
454135	362559
768594	1641388
882647	361955
135536	499024
828180	361955
671877	1332
123427	312430
437580	362559
678664	4735
678664	10559
853787	361955
430733	11025
96578	312430
458156	362559
227010	5362
620029	1518480
1118067	1583
197098	10787
1215794	609737
864558	361955
1145959	361955
1244195	594073
123218	312430
125537	312430
116706	312430
777056	312430
1124400	11064
452201	362559
452818	362559
439369	362559
261826	5366
450474	362559
248209	1002806
760013	312430
103395	312430
157901	312430
285774	10709
879152	361955
718591	520562
547689	361955
826089	361955
751253	1582613
155506	1085
182287	921
243398	839
243398	1426
123428	312430
201983	958
585357	5385
585355	10557
774083	5401
1224719	1668036
473995	362559
436441	362559
698293	1651050
572256	1651050
181025	1651050
458689	362559
457497	362559
1232745	1651050
450588	362559
866143	361955
375775	1228
472511	362559
289447	11032
468674	362559
5013	1093
785431	593951
441616	362559
63181	312430
469593	362559
116707	312430
892669	361955
300858	1112
300858	1008348
439846	362559
847890	361955
878088	361955
472218	362559
56980	1651050
449940	362559
83426	312430
448559	362559
890491	361955
832023	361955
868915	361955
451879	362559
463879	1406531
739841	1584758
184425	1162
347364	1180
867049	361955
122730	1119
1095477	25224
1095477	1610961
1095477	1610965
444704	362559
842039	361955
445454	362559
818188	361955
920021	1651050
879159	361955
869204	361955
867901	361955
461135	362559
471232	362559
460725	362559
1056213	1651050
213649	1651050
817023	361955
1082300	312430
845973	361955
91699	1651050
828232	361955
113486	186059
467462	362559
180721	1651050
863113	361955
810822	361955
867137	361955
651902	361955
919182	1651050
452346	1651050
902428	1651050
885277	361955
977542	361955
443330	362559
833880	361955
443155	362559
456612	362559
865117	361955
889885	361955
442901	362559
820636	361955
1076666	617
824910	361955
375994	361955
827938	361955
439263	362559
469376	362559
428202	362559
817188	361955
883189	361955
445566	362559
813780	361955
458315	362559
818960	361955
892566	361955
281828	489159
814996	361955
468306	362559
869814	361955
474948	362559
44128	312430
407037	362559
459836	362559
870050	361955
334100	1101
865529	361955
890292	361955
888508	361955
419886	138977
466362	362559
817915	361955
885097	361955
890263	361955
813750	361955
890259	361955
890489	361955
452653	362559
459005	362559
9096	837
943332	745
368958	805
872308	361955
746696	832
630373	593951
179668	362559
882216	361955
4016	1668248
390714	1610973
1227207	10692
471885	362559
180867	1651050
507548	1631586
24377	25223
871853	361955
99951	1001825
813976	361955
973551	1610978
867139	361955
91696	1651050
455348	1651050
1179559	1610978
881800	361955
837357	361955
453556	362559
819774	361955
976315	25239
617063	1610978
466586	1610978
664926	1610966
1226424	10692
1226424	1610978
114620	1610978
466982	1610978
949763	25239
979536	1610978
973557	1610978
973550	1610978
421560	1610978
426395	100286
470788	362559
737121	1592
733970	924
760173	846
888847	361955
812934	361955
355282	312430
469725	362559
816994	361955
816217	361955
884317	362559
845971	361955
810608	361955
441308	362559
1034033	1651050
461458	362559
820132	361955
503000	312430
472906	362559
461934	362559
827923	361955
448024	362559
471513	362559
670390	361955
1115331	593951
1086580	1581012
861864	361955
851085	361955
248858	1651050
877622	361955
180734	1651050
443235	362559
1111455	1651050
912086	1651050
910411	1651050
379486	1284
433190	362559
112858	312430
379163	1620878
118725	1568009
410955	5353
424082	1581037
877780	1509055
1111331	138976
30304	312430
651191	871
938162	5698
842047	361955
277349	1001825
794359	1581012
447022	593951
870636	361955
878606	361955
453555	362559
825030	361955
871219	361955
1125417	5358
919527	1651050
473977	362559
747814	1269
737160	1596
773923	1461
440568	362559
1235260	1651050
523227	1001825
436909	362559
436909	1001825
471771	362559
7354	1001825
441655	362559
458328	362559
430085	1001825
180865	1651050
450230	362559
110259	312430
110259	1406531
811755	361955
437447	362559
572881	361955
462164	362559
822483	361955
840638	361955
795220	1663356
1205502	1610957
799979	1610978
1170100	1665726
799308	1610978
57304	361955
462792	362559
1190320	10771
908484	1651050
747758	1631586
445843	362559
356661	362559
820645	361955
812383	361955
439065	362559
825073	361955
298117	312430
391619	1306
801755	362559
452448	362559
461829	362559
700197	361955
463339	361955
817034	361955
888939	361955
458449	362559
862914	361955
884983	361955
101936	312430
930909	1406531
470317	362559
882066	361955
648302	1653244
816817	361955
117153	1610966
240388	1568009
890565	361955
913325	6178
739701	1328
529649	1610978
801124	1610978
78213	946
78213	1331
445902	362559
451975	362559
1181628	593921
813258	361955
108193	1610972
373646	594073
134292	1320
1234708	1583876
30786	5356
30786	5364
30786	10704
30786	10775
30786	10785
30786	10804
745745	6178
869191	361955
773802	1581012
66957	1668248
386080	5352
454885	1651050
19883	1161693
875115	361955
883546	361955
64137	1572233
444637	362559
1186872	489159
649665	1651050
181002	1651050
891231	1651050
991692	1651050
180864	1651050
890276	361955
875587	361955
142996	312430
1199000	10805
141416	312430
818546	361955
818546	1499163
861555	361955
441615	362559
880779	361955
816198	361955
180863	1651050
93932	312430
182631	361955
177707	312430
901013	593951
1251403	312430
24495	312430
719306	361955
291022	1001825
181308	1651050
181764	1651050
844799	361955
884470	361955
867743	361955
705438	1499472
912630	1651050
1162479	1668249
436368	362559
778924	1085
778924	1581037
879881	361955
820357	361955
438205	362559
1238379	1035800
87166	5390
342191	10529
402454	362559
461578	362559
1101661	817
816189	361955
393170	1002806
875558	931
877962	361955
455280	362559
467223	362559
849697	361955
80599	1035
17305	1581004
590717	11028
658182	979
763638	1581024
91977	5392
775222	1020
836758	186058
738558	1594
1038146	10692
854454	5329
737029	1591
330466	873
143196	312430
914883	1030497
926072	1030497
926060	1030497
912455	1030497
19327	1278
19327	1279
19327	11032
602835	5395
1166097	10775
1166097	10788
906666	5595
605032	1458
851113	361955
297742	1610978
505095	10821
858122	196908
827874	361955
323603	1581037
62016	1526
81543	312430
388514	593951
580149	1653665
939759	5574
188595	1432
75643	312430
1227807	837
882992	361955
839012	361955
819314	1668632
389551	25229
389546	1610978
118067	1610978
118065	25228
118060	25229
118060	1610978
118059	25239
118057	1610978
118056	1610978
118054	1610978
120078	1610978
120085	1610978
120084	1610978
120081	1610978
1215900	609737
1215778	609737
69457	1308
69457	11032
876774	361955
120854	312430
812963	361955
880401	361955
874065	361955
815883	361955
220993	1651050
737957	312430
817249	361955
737823	1406531
324395	802
324395	1418
324395	11033
797202	1668632
442743	362559
807933	1613301
449253	362559
634932	361955
453296	362559
812948	361955
506690	1651050
814348	361955
153894	1041
4740	1236
74925	1124
1251790	312430
739436	977
359013	10783
851088	361955
283783	5358
283783	10704
436908	1001825
661401	1668249
688510	361955
857944	1668248
1226621	11034
146984	1097
239782	1556547
1242100	1540
120906	1445
1004600	1444
1182049	624
186517	1051
436452	362559
428633	362559
1116213	593951
449773	593951
261007	197453
1114920	593951
657531	878
450696	362559
592878	846
775223	1018
602099	1237
285544	1011
459617	814
431997	1021
125916	312430
1130002	1581021
1014925	312430
444253	362559
667688	5698
1177310	312430
607622	312430
445735	362559
483380	1216
1252824	5331
848385	1509055
848385	1658604
753892	1581012
798101	593951
773610	803
474947	362559
657191	1507
424907	5629
1212965	312430
455700	362559
749731	1668249
817934	361955
933031	1499596
1175919	1572235
247648	1651050
684250	1610978
163884	1610978
846147	25229
456744	312430
188272	1501538
15213	1508514
465611	1315
866542	361955
53476	1306
480400	760
924563	1610978
1174043	1434
120088	25229
120481	1610978
120482	1610978
1114972	1610978
141873	1258
323133	1002806
120218	1173
817937	1178
461989	1175
483831	1175
11185	1162
788156	1584210
1190700	312430
659519	1668202
731422	1270
18327	835
78394	837
108072	833
108072	312430
286218	844
469726	5350
469726	10709
458906	362559
456580	361955
37140	1651050
814399	361955
870002	361955
118730	361955
869791	361955
743787	361955
812983	361955
910143	1651050
868104	361955
448026	362559
826101	361955
463981	362559
1176823	25219
1205380	312430
458736	362559
765085	361955
448888	362559
717369	1001825
880754	361955
880754	1406050
884496	361955
693768	312430
464280	362559
810834	361955
865570	361955
866535	361955
10534	361955
820454	361955
614762	1651050
446027	362559
892271	361955
632218	1001825
199012	1651050
467755	362559
814351	361955
441216	362559
697764	361955
827945	361955
180737	1651050
569595	1651050
1080341	954
820423	361955
872116	361955
825000	361955
834337	361955
868582	361955
875113	361955
100762	361955
814902	361955
865329	361955
870547	361955
817959	361955
1056002	361955
28345	312430
459609	819
103132	887
1159249	1478636
1159249	1515739
878814	361955
440851	362559
245731	312430
1183543	1668249
884984	361955
447008	362559
870177	361955
457505	1002806
443897	362559
214950	10789
124362	362559
864023	361955
865697	361955
844112	1610978
80889	312430
1075980	5401
1177291	312430
465981	1360
512792	1477298
789630	941
789630	1584772
538491	1407
422727	5397
153897	1041
39671	1406534
710664	4735
710664	5696
870548	5715
19246	1048
189112	312430
876415	361955
775225	1067
1162413	10783
881938	5362
20250	5359
740967	1320
740967	1592440
804798	1523738
464587	362559
817928	361955
878874	361955
213255	312430
299358	312430
283679	312430
878385	361955
877626	361955
433414	362559
599590	361955
772397	10789
870771	361955
826034	361955
826034	1406050
851162	361955
469724	362559
803830	361955
509187	361955
76536	361955
91704	1651050
882993	361955
820627	361955
846554	361955
698283	1651050
470426	362559
801013	1518618
810942	361955
825033	361955
815478	361955
460036	362559
857297	361955
438427	362559
465475	362559
466599	362559
867481	361955
826261	361955
205010	312430
811645	361955
684453	361955
436213	362559
825788	361955
462793	362559
866539	361955
832859	361955
694013	362559
403334	100286
925254	1584196
219423	1216594
1067314	1216594
821000	361955
765883	1586
761088	1625786
761088	1671859
392576	312430
851076	361955
945559	5387
505	1572235
558940	1572235
792462	312430
408689	1403
209310	312430
1157790	5362
1157790	10704
666737	1547
158167	1481837
1242231	1403
819752	361955
687148	1044
445615	362559
1241756	11033
451305	1581012
463665	362559
236182	1001825
842037	361955
92051	1524
118229	1524
195855	11032
1215809	609737
1215775	609737
1215919	609737
1215955	609737
447695	362559
368034	1101
1215929	609737
447828	241893
1244829	5323
1244829	5332
86753	312430
659071	1533
460621	593951
646543	1556548
134682	312430
13511	807
13511	810
13511	1418
871675	361955
874037	361955
626927	1336
1124929	1030497
253224	1336
208087	1434
82940	1434
106037	1434
1064954	1002806
878869	361955
57981	1306
452899	362559
453829	362559
820606	361955
566984	361955
815893	361955
858229	1548783
219526	1120
890155	361955
438278	362559
262017	1665691
828035	361955
56054	1651050
860894	361955
864018	361955
818207	361955
890572	361955
445283	362559
883193	361955
1215772	609737
337305	312430
682012	312430
147485	312430
253218	1316369
450880	362559
1120041	10692
1069847	1643901
1172603	1643901
440339	1376
180125	1584588
111116	1668248
231149	1035
738473	929
1221778	5323
1221778	5330
125145	10706
466472	362559
118165	312430
467542	362559
859090	361955
244997	312430
143213	312430
855304	960
86990	869
405760	1375
847467	361955
350602	5328
542266	139877
343902	1610978
1196645	623
1196641	623
802412	1581012
84519	1240
810843	361955
66809	312430
180906	1058
180906	312430
124027	1610978
1095681	5362
1095681	10706
436455	362559
444834	362559
449228	362559
466899	362559
454482	362559
444350	362559
812962	361955
65020	1668249
429355	362559
824215	361955
1037574	1499472
884628	361955
774526	361955
862033	361955
464022	362559
793706	1663356
441006	362559
136991	836
787891	10785
890579	361955
453184	362559
813967	361955
460170	312430
459993	1175
4073	1085360
730907	1085360
751121	1658999
768600	1641388
84366	1201
738767	593951
752143	6178
255403	1481519
186645	312430
188897	312430
