cl_from	cl_to
813041	361955
813041	1665691
450477	362559
468019	362559
461355	362559
56076	1651050
7753	1161693
868583	361955
474042	1499163
814999	361955
474725	362559
733595	361955
818984	361955
442913	362559
1136203	1488281
483372	312430
895348	312430
870910	361955
813510	361955
746116	1590
427448	1373
824230	361955
1090237	5637
855874	361955
76778	5364
626131	5369
806193	1581021
778408	931
152547	835
1097202	1497866
152549	922
661816	1009
152550	922
310813	814
144755	1497866
795183	1663356
764734	593951
764176	982
40108	1306
351121	158477
428824	1610978
428839	312430
428839	1610978
752252	158625
70899	645
70899	5370
705271	4739
307986	5328
881345	361955
616892	361955
1056253	312430
194309	1462
459611	805
13043	837
13043	1426
102555	1307
705194	1500434
1158399	1508291
389992	1550796
856753	361955
783789	362559
1213059	312430
220463	241893
431473	362559
804751	361955
460641	362559
804755	361955
460638	362559
804759	361955
471584	362559
804763	361955
460637	362559
804753	361955
460636	362559
804752	361955
460645	362559
804758	361955
460643	362559
804757	361955
460640	362559
804754	361955
460642	362559
804756	361955
468018	362559
804762	361955
464583	362559
804761	361955
461502	362559
804760	361955
473100	5589
464012	362559
813508	361955
460534	362559
759393	25229
759393	1610973
83021	870
761766	1009
143289	312430
1147223	606
1066716	1519524
152899	1040
812959	361955
958524	960
588826	919
149684	681680
812632	361955
1100698	1610978
1100971	1610978
717437	10837
903475	593951
729442	1269
719889	1067
436203	98061
578611	5581
853804	361955
385838	1176
283464	914
156368	11048
777859	1459
149685	681680
890593	361955
652172	1228
632024	1362
1157688	1143
736714	1146
941706	1330464
511362	1502428
832042	1542205
845884	1542205
848087	1542205
826970	1542205
1057082	1359544
174888	1359544
471121	362559
1245662	1499596
661135	1406531
871576	609737
706796	4739
129044	241896
868328	362559
752237	1406050
662760	1405767
443736	362559
448889	362559
801021	361955
968410	362559
875365	361955
462646	362559
685185	857
685185	1584597
649422	977
400383	1356
459165	362559
876621	361955
447934	362559
1242144	1403
402663	229600
88981	1668248
292689	1440159
870051	361955
447580	362559
445227	362559
93220	1668248
455785	362559
647227	1570181
770514	593921
882999	361955
1167029	10775
283013	5352
856848	361955
128522	361955
1167353	312430
38262	5370
38262	10787
831779	1610978
188076	1610978
478439	5585
909879	1651050
1091418	1658604
264289	889
105822	702
204345	1651050
678961	312430
800284	1610978
13459	1610978
800405	1610978
1186485	1003699
753625	312430
1012370	1279
1027018	1406531
364558	1401153
363238	312430
835179	361955
629077	5705
629077	11052
772407	5363
772407	10707
1241776	1203978
671841	1085360
11139	1308
12972	241620
307142	1668249
46155	1610978
909208	5359
909208	10706
812989	361955
568730	312430
884140	361955
502123	1148
339656	1085360
3881	312430
449552	362559
339989	10805
444527	362559
806512	1406050
811707	361955
858805	361955
871192	361955
864545	361955
458567	362559
817542	361955
458566	362559
677423	100286
374267	362559
646818	954
656734	98061
444852	1001825
820647	361955
446471	361955
183987	312430
1234837	1203972
629054	6177
469803	362559
729116	1651050
473979	362559
181295	1651050
181011	1651050
604191	1651050
1237892	1651050
181279	1651050
912269	1651050
137268	1651050
869804	361955
457419	362559
808624	1651050
144103	312430
920036	1651050
443479	361955
149686	681680
611883	11028
863684	361955
335068	241708
867912	361955
848682	361955
872127	361955
205629	5345
205629	5376
879168	361955
436886	312430
410350	5607
410334	5612
410351	5612
410326	5611
848674	361955
149687	681680
57493	1610978
1063745	361955
236263	1651050
431802	362559
941371	1581011
124368	312430
602998	1670765
286958	838
286826	837
289129	754
941975	10692
442948	728
1240257	1668249
129847	1202
275532	312430
181007	1651050
421350	1085360
717112	1055
412509	1044
452521	1051
896190	1055
832847	361955
1164689	489159
826256	11035
820910	361955
947243	312430
184331	1497866
1118747	1497866
741274	361955
870828	361955
459052	362559
433079	362559
452806	362559
469634	362559
272521	1406531
1071524	5343
388328	593951
1190137	5370
1190137	10787
772695	1518618
938177	1500434
612882	1509055
443339	362559
177154	312430
305601	139879
456533	361955
658488	1531
184684	839
863370	361955
815899	361955
826578	987
908480	1651050
446214	362559
276323	887
1043079	1665760
870770	361955
453240	362559
389765	362559
885853	361955
473610	362559
471999	362559
457158	362559
362660	362559
810991	361955
794254	361955
815255	361955
444736	362559
452926	362559
393918	1001825
504279	361955
444311	362559
641075	806
473989	362559
598354	1001825
863117	361955
136200	361955
462579	362559
461914	362559
789618	1663356
870860	1620878
1035923	10777
388928	25223
388928	1610978
170581	1610978
403721	1610978
385821	1610978
385826	1610978
392280	1610978
421749	25222
421749	1610978
388783	1610978
800876	1610978
816117	361955
1243414	6177
1112655	1610978
20784	1610967
533737	1610978
74973	1610978
220489	1610978
719334	1610978
803158	756
877594	361955
457862	362559
884444	1658604
461737	1584191
152555	839
874125	5715
756525	1472692
337663	1406704
822088	361955
73925	241620
1086367	1653665
471339	362559
881498	361955
464202	362559
694188	362559
891958	361955
414049	1610978
83019	871
935650	1497866
979069	1486488
983897	1497866
201608	1581037
912684	6175
722600	1610966
890270	361955
868261	361955
834340	361955
440202	362559
437998	362559
626497	361955
818191	361955
848677	361955
657863	982
848746	361955
848241	361955
824946	361955
421197	1001825
18640	1584677
255913	5388
336937	5641
336937	1567851
1236742	5346
880775	361955
825049	361955
20629	1407
20629	1430
171829	25228
440985	5359
440985	10703
878378	361955
435453	1610978
753619	1610973
884487	361955
877006	361955
7630	5370
890698	361955
824137	1479969
978925	1597651
1190169	312430
1123791	5356
37674	1610972
821064	1610972
665272	1544
209036	1026
209036	98061
6398	623
6398	647
6398	648
1192796	1003699
737670	1610978
1104207	1610978
456749	1285
1042519	1003699
866234	361955
98411	1085360
582954	361955
129851	1203
591949	1061
152907	1039
792464	1611
367285	5635
159595	5610
95817	5595
76851	5602
482876	10771
93275	25224
137175	1610973
137175	1610978
471622	5617
442956	5598
729256	946
396063	5606
848235	361955
876982	1421
876982	98061
848549	361955
156389	1481843
360189	312430
356776	885
356776	1581012
1112326	1024
730291	996
565251	5626
734401	1456
453239	362559
388477	593951
69880	1584
97788	1156
814115	361955
810845	361955
385373	361955
112921	5607
774945	1479947
350448	5612
177160	1584677
427241	362559
871664	361955
471646	362559
940123	241893
458063	362559
344086	1422
447388	362559
1183549	1631586
1213729	5345
86033	1556547
18393	1502428
284902	10708
935653	1497866
175308	1497866
884477	361955
1191215	612
884708	361955
430691	576249
814998	361955
288139	1003699
258151	25222
324726	361955
1124630	1665726
1168753	1665726
451337	1610978
697668	1556547
651825	1228
538282	5591
646810	1556547
608461	1486
34393	138973
193262	138981
75630	312430
935646	1497866
1047715	756
149690	681680
224116	312430
1009197	1479991
753841	593951
14076	756
14076	1306
14076	1309
459383	5395
540780	1406531
448376	362559
877611	361955
463602	362559
283811	1001825
875077	361955
737514	312430
13151	1660667
26074	1610978
856443	986
1039869	1479914
752879	1496
271476	5607
625970	846
681123	5589
655231	910
332863	312430
285528	1451
1248252	1592442
732924	312430
143133	312430
942766	5694
280398	593951
820450	361955
874068	361955
875180	361955
1226838	139880
743953	312430
477329	5386
477329	5397
441215	362559
651539	1229
941065	1658604
362428	361955
812433	361955
861736	361955
459669	362559
465729	362559
718467	361955
755596	1613301
817578	361955
866532	361955
528517	361955
468438	362559
888507	361955
449959	362559
268935	362559
46305	489515
884981	361955
449156	362559
453863	1008348
152559	990
874945	1240
308633	1118
309335	1120
305649	1120
865810	361955
878060	361955
435528	362559
475027	361955
157796	1651050
101398	1001825
446844	362559
456570	362559
866545	361955
459744	362559
436546	362559
896050	1550796
449648	362559
834304	361955
566820	361955
475302	1330464
459112	1581021
446074	362559
1202724	312430
1214486	1203978
261311	1001825
283823	1001825
530764	361955
813705	361955
392588	1653665
337377	1001825
715905	361955
812905	361955
474491	362559
474953	362559
440671	362559
1122935	361955
884492	361955
397222	989
463047	362559
184916	312430
827887	361955
570751	361955
290895	1001825
824981	361955
129998	361955
129998	1406531
466658	362559
506854	361955
309225	1001825
445569	362559
879376	361955
149692	681680
192064	312430
795186	1663356
174091	1497866
861926	1406704
817199	361955
362682	362559
466811	362559
437573	100286
825045	361955
149693	681680
1215924	609737
1048051	1003699
276244	1486
96339	1491
1013587	5261
383361	1161693
141403	312430
600934	361955
194119	139880
115416	1610966
329003	1472
826093	361955
653924	361955
457047	362559
878671	361955
849480	361955
479669	362559
834307	361955
149694	681680
679881	1497866
160744	1497866
471650	1203972
1182309	1182
1247048	1162
838595	361955
79488	1411
463263	362559
391015	362559
516118	312430
814890	361955
755597	1613301
755839	1613301
762566	1001
1030884	312430
1087303	10692
411375	312430
474747	241708
23583	1592440
1243376	10771
449444	362559
257955	1631586
811529	361955
461660	362559
461148	362559
507330	361955
1188236	312430
840648	361955
453768	1581005
820612	361955
354602	362559
866547	361955
442849	1001825
860722	361955
813259	361955
173903	1001825
814383	361955
149695	681680
261535	1481519
206485	1001825
876447	361955
890656	361955
1038519	1651050
654325	1610978
866179	361955
866240	361955
431742	362559
924366	361955
466366	362559
775071	1022
1009199	1479969
995848	1475828
892713	593951
768714	1499582
672614	1499583
376313	1041
816314	10785
816314	10837
816314	1597650
898753	5349
1086665	362559
249810	1227
705192	1538791
672686	361955
985573	361955
434045	312430
901012	593951
439537	362559
820426	361955
463608	362559
455156	362559
813182	1665760
674607	1499585
953168	490700
75513	1191
164774	1497866
178279	312430
762827	1007
815006	361955
204964	312430
91601	1470
885598	361955
457099	362559
812985	361955
959298	1406825
876589	361955
861547	361955
462357	362559
456029	362559
456029	1406531
76862	1001825
890568	361955
843740	1488281
97765	1047
826017	361955
446071	362559
441365	362559
727899	1457
881491	361955
890286	361955
149696	681680
691018	1011
1243139	1668249
1141990	1515338
57368	312430
57368	593921
216909	490700
285086	5354
1045421	1665760
166713	1670765
1106734	1497866
164775	1497866
497721	1584196
755840	1613301
755909	1613301
118124	959
248567	312430
457894	1401
457894	98061
511216	1406531
1032286	1499472
181589	1651050
939975	1406793
867099	1671849
245980	5397
446497	1421
409838	1406793
409838	1671859
1202030	1641395
890264	361955
483299	361955
869269	361955
868446	361955
468439	362559
445064	362559
882508	361955
821463	361955
826021	361955
817036	361955
920299	1651050
1141589	312430
427926	1516
1099941	1584301
118111	5370
461905	362559
238562	837
141108	1581024
865891	1610978
980462	1610978
1183063	1670765
173720	1497866
671426	1497866
756139	1613301
756140	1613301
22676	4741
915128	1651050
908952	1651050
533534	1499472
1082985	361955
310350	361955
455656	1001825
453729	362559
811712	361955
283420	1001825
463585	362559
99945	1001825
828298	1651050
694009	362559
657307	1161672
865813	361955
845246	361955
181280	1651050
181741	1651050
603310	914
735712	1018
455356	1651050
464007	362559
884495	361955
335321	1526931
383985	5255
60030	312430
827984	361955
880135	361955
677994	361955
582949	361955
12682	1001825
128273	1001825
443677	362559
446759	362559
771535	1499472
848648	361955
877969	361955
801032	361955
820345	361955
469194	362559
473230	362559
440785	362559
891129	361955
447439	362559
909302	1651050
456046	362559
756142	1613301
500622	1651050
890296	361955
446146	362559
173721	1497866
81878	1335
1154769	1658604
536871	186058
455451	362559
110357	1201
55353	241635
461720	1120
198405	1113
1077620	11048
780144	1406531
276618	1477298
786025	1484665
629206	1181
1221775	1180
700975	1073
854495	361955
737184	1589
1200998	1621837
182558	241620
140319	1146
314969	750
88820	1668248
569971	361955
408077	987
1157881	1598821
571708	5255
281845	312430
469950	362559
463053	362559
869268	361955
421782	1001825
656476	1518480
875855	361955
593755	361955
1218109	361955
464273	362559
761367	1667418
1191941	1542205
672621	1499578
672617	1499585
1120045	1625786
772580	1610978
933347	1148
716122	1610978
425367	1671859
878672	312430
812984	1625786
812984	1671859
775329	1671859
989602	1512006
989602	1515739
157789	362559
813718	361955
457873	1602
822289	361955
1203166	312430
880549	361955
842645	361955
277637	176688
889884	361955
200380	1464
749546	1668249
269289	1391
813010	361955
99872	5366
66360	1533
442904	362559
619509	805
464473	10773
464473	10783
8590	5362
793416	158634
864652	361955
445178	241893
934794	1406531
1045696	1529556
910385	1651050
464957	362559
875092	361955
116258	897
141919	25224
159088	1610978
942654	9371
1162405	1581004
755927	25223
891138	1542205
890883	1542205
890753	1542205
427182	5626
853602	1652957
346516	1307
359563	836
359563	11044
849278	1668249
1016721	312430
75125	1486488
356921	1284
756143	1613301
820923	361955
756145	1613301
812970	361955
854228	361955
819791	361955
102719	312430
162631	138976
32627	5394
534418	361955
276489	361955
816216	361955
28866	960
193231	138976
193359	138976
193238	138977
193258	138986
162630	138981
1181551	138976
1209798	312430
984533	10692
808689	1610961
808689	1610965
808689	1610968
808687	1610961
808687	1610967
549599	312430
908439	1651050
908517	1651050
744693	1651050
908482	1651050
870571	361955
472219	362559
138505	1610978
833190	361955
879158	361955
234889	1308
234889	11034
149698	681680
646608	768
595207	98061
286503	10787
783624	934
75381	1516227
19250	1307
82086	1584588
119487	312430
461606	10773
461606	10789
867050	361955
157682	312430
18064	809
500316	941
1174081	10526
303112	1335
539627	1610978
149699	681680
388372	5318
64872	241896
459400	5355
459400	10703
986018	1003699
975768	5331
877977	361955
287106	955
1213910	5346
1176028	1572235
921831	1610978
923065	1610978
921868	1610978
921866	1610978
920850	1610978
923390	1610978
820674	1625786
749556	1668249
778140	1581006
443756	10773
682629	1611848
443940	362559
881897	5714
876235	361955
877624	361955
30305	5365
641076	810
229014	618
379358	651
500992	1440159
678583	1509055
875206	361955
345473	5325
419658	5370
1095957	1406531
829190	361955
833508	361955
818932	361955
847675	361955
824210	361955
533258	1437
544353	924
650990	870
724009	1067
149984	1490809
438909	1458
889956	361955
688686	1518260
594656	1112
68717	5367
68717	10787
532352	417
457925	1239
457925	1369
753867	1030497
277151	770
14781	1553
334267	1118
334260	1582547
440029	1152
391726	1085360
100334	1019836
438557	362559
881504	361955
842025	361955
451362	1003
592299	312430
816211	361955
877973	361955
816421	361955
959569	1001825
181004	1651050
760322	361955
911550	1651050
1226061	1026
921019	5574
47529	594073
826364	5390
826364	1581012
931308	361955
826537	361955
1232470	1651050
446018	362559
826038	361955
1023018	312430
864536	361955
1207105	312430
1207105	1085360
459800	1574
867906	361955
665427	1406531
465476	362559
1085910	361955
460216	362559
438024	362559
343486	312430
879564	361955
847272	361955
872110	361955
461137	362559
453216	362559
1081265	810
440784	362559
792921	1663356
200644	1651050
863803	361955
391596	986
416799	158634
58757	312430
497997	312430
812923	361955
205609	312430
1111362	1597651
248717	594073
1210527	5320
1210527	5341
53385	25228
53386	25229
120164	1610978
53387	25239
53391	1610978
774846	10785
864062	1542205
501223	312430
303731	1261
66844	1670765
46007	1668248
821438	361955
465966	362559
905308	1538791
825302	361955
470777	362559
652192	887
1192043	25228
121590	312430
132589	312430
45281	10707
264716	1451
190259	312430
819607	361955
462349	362559
1168356	1479381
319313	646
177628	1674225
210058	5386
293845	5387
508763	10774
508763	10783
421773	951
1091219	638
229814	312430
842001	636
842001	638
440714	186059
759020	1497866
893772	1584546
654258	593951
484122	1610978
177912	312430
447918	5704
920215	817
920215	978
1149190	1664671
338456	1664671
339622	1664671
340161	1664671
725037	1664671
340627	1664671
205232	1664671
679307	1664671
341071	1664671
92937	1664671
51954	1664671
649181	1664671
140053	1664671
147558	1664671
138110	1664671
344855	1664671
222289	1664671
345809	1664671
346503	1664671
357731	1664671
370031	1664671
793529	1664671
623850	1664671
622602	1664671
616414	1664671
467421	1664671
92241	1664671
623207	1664671
605346	1664671
615927	1664671
617018	1664671
623990	1664671
614768	1664671
67248	1664671
619186	1664671
614765	1664671
543063	1664671
621454	619195
621454	1664671
617713	1664671
622610	1664671
594012	1664671
622613	1664671
649182	1664671
66608	1664671
88239	1664671
617023	1664671
622787	1664671
71638	1664671
752102	1664671
623994	1664671
881842	1664671
432720	1664671
613666	1664671
622785	1664671
624108	1664671
617020	1664671
617708	1664671
36160	1664671
616022	1664671
619029	1664671
624113	1664671
593193	1664671
140324	1664671
616021	1664671
621622	1664671
35588	1664671
614779	1664671
926378	1664671
143407	1664671
18798	1664671
622788	1664671
619730	1664671
593197	1664671
616964	1664671
622604	1664671
88830	1664671
619583	1664671
823845	1664671
593191	1664671
615988	1664671
61718	1664671
620036	1664671
70642	1664671
623202	1664671
312881	1664671
620340	1664671
144971	1664671
615925	1664671
619729	1468
619729	1664671
23710	1664671
623201	1664671
416506	1664671
618438	1664671
856570	1664671
624111	1664671
416515	1664671
622969	1664671
623664	1664671
623448	1664671
620496	1664671
623203	1664671
616966	1664671
617017	1664671
145437	1664671
901706	1008348
901706	1664671
455150	1664671
116616	1664671
593194	1664671
1202966	1664671
616413	1664671
616876	1664671
623848	1664671
623988	1664671
75847	1664671
617024	1664671
616877	1664671
616962	1664671
134950	1664671
614979	1664671
620493	1664671
623447	1664671
620494	1664671
810226	1664671
615924	1664671
618437	1664671
623993	1664671
616024	1664671
624142	1664671
623665	1664671
526854	1664671
619485	1664671
615986	1664671
614777	1664671
622793	1664671
617027	1664671
747481	1664671
638179	1664671
615987	1664671
139482	1664671
131312	1664671
624115	1664671
661939	1664671
622611	1664671
623996	1664671
622606	1664671
622601	1664671
28289	1664671
618441	1664671
623206	1664671
851313	1664671
111130	1664671
37005	1664671
616026	1664671
622789	1664671
622609	1664671
622784	1664671
624296	1664671
621453	1664671
140694	1664671
615983	1664671
614971	1664671
752271	1664671
616968	1664671
111785	1664671
31429	1664671
612060	1664671
249913	1664671
615992	1664671
276447	1664671
467226	1664671
622790	1664671
616967	1664671
588072	1664671
136625	1664671
616139	1664671
622607	1664671
262777	1664671
68473	1664671
619584	1664671
619184	1664671
623853	1664671
617719	1664671
127127	1664671
615928	1664671
623997	1664671
622783	1664671
69985	1664671
140693	1664671
133063	1664671
624294	1664671
616963	1664671
576841	1664671
467773	1664671
623849	1664671
624295	1664671
432724	1664671
622603	1664671
418454	1664671
625453	1664671
623205	1664671
752269	1664671
467770	1664671
618243	1664671
461416	1664671
344480	1664671
906657	1664671
616740	1664671
594054	1664671
617021	1664671
857973	1664671
624293	1664671
612806	1664671
662119	1664671
594923	1664671
136041	1664671
9741	1664671
416832	1664671
623844	1664671
617019	1664671
624290	1664671
37057	1664671
71508	1664671
3556	1664671
859595	1664671
291439	988
53396	312430
424940	1375
570326	5256
398070	5361
22358	1556547
480688	910
817920	361955
236351	312430
1189928	312430
244700	312430
503576	1241
503576	1370
774536	5388
684457	1044
231379	312430
827649	361955
748905	25224
748905	25229
1215780	609737
128635	1316369
117985	5361
117985	10705
1124198	10794
128953	1357
4914	1019394
1135446	312430
463738	362559
881497	361955
443031	1577
684872	1578
110502	312430
193563	312430
813517	361955
908519	1651050
911121	1651050
1203291	312430
870145	832
362379	839
1210466	832
67868	835
645891	1465416
690173	923
104155	921
1076610	489515
510529	361955
442614	362559
746169	1589
810940	361955
33968	1114
727776	1118
1091785	1501538
57194	312430
981422	5345
473412	5577
1183092	963
670972	138976
475568	158634
106958	1354
879348	361955
1067064	1488281
1215921	609737
388308	593951
1074982	1581037
651274	1443
1074742	1581024
206192	763
398661	25228
821238	4859
657984	982
285227	916
1192025	1515338
733799	1023
563427	1556548
846524	1266
705140	1558
545520	1634056
450184	1574
724222	593951
1239408	5591
135971	1451
17686	1595
566625	5694
963699	1515338
748849	1531
5111	312430
209886	770
209886	958
149701	681680
339474	504997
603134	759
845523	361955
876771	361955
432079	362559
1090143	1598821
729686	1269
184179	312430
214482	312430
374719	186073
374736	750
374736	832
39456	1674225
1190136	885
499771	593921
657908	5364
26943	760
330746	1309
685335	1308
685335	11032
651248	5367
331343	5362
52750	5341
514250	10792
870931	361955
462035	362559
701137	361955
910475	312430
878400	361955
844064	361955
867485	361955
93560	312430
439540	362559
542113	490700
182680	361955
245398	312430
880394	361955
604737	576249
1162964	609737
444833	362559
1251564	489159
812909	361955
454319	362559
863799	361955
890770	1665691
1094361	1592441
827894	361955
776093	361955
814977	361955
463495	362559
221407	312430
941739	1406531
240205	312430
194749	312430
1054162	489164
822601	361955
209560	312430
880932	361955
240651	312430
450590	362559
860315	361955
248067	312430
875183	361955
213741	312430
827960	361955
842995	361955
14393	361955
894758	1651050
869641	361955
811505	361955
820435	361955
813255	361955
316381	1001825
818933	361955
180718	1651050
455830	362559
263650	312430
462959	361955
909878	1651050
878391	361955
825311	361955
442054	362559
866236	361955
908534	1651050
774908	361955
455936	362559
433398	362559
858541	361955
180869	1651050
192981	1651050
869236	1499163
872538	361955
454006	362559
828040	361955
462794	362559
474213	362559
198020	361955
56008	5612
471204	362559
438887	362559
445059	362559
474865	362559
903696	593951
650598	1543
763224	857
650591	978
746189	1588
659366	912
733183	1067
436407	750
459615	819
197909	312430
440213	362559
1213527	1651050
882416	361955
445909	362559
812964	361955
826858	361955
826051	361955
36024	1651050
819753	361955
1109568	489630
909310	1651050
926975	361955
436021	362559
435034	362559
980339	489159
856559	361955
13494	5359
275231	312430
790253	361955
471586	5365
471586	10705
320287	312430
471770	362559
795053	1406050
696471	362559
834535	361955
472904	362559
875087	361955
446659	362559
446652	362559
813711	361955
692638	361955
441778	362559
832329	1631586
870926	361955
219876	1572233
274612	312430
851536	361955
182010	490700
456419	362559
870007	361955
520489	489159
587710	235102
564501	1225547
892546	489164
827650	361955
275284	312430
879154	361955
967863	5610
505601	312430
128841	1284
895208	186058
1175289	593921
201425	312430
425078	1373
1236173	5715
82580	931
335165	158624
337682	5598
143612	312430
432620	1482237
432620	1482238
432620	1482239
268420	312430
340606	1135437
100429	312430
405863	750
40361	750
181411	1651050
607710	1651050
847265	361955
13859	490700
133961	1499163
907720	490700
139050	312430
1215936	609737
63170	312430
313375	937
437795	362559
909293	1651050
909315	1651050
181740	1651050
181756	1651050
474207	362559
181746	1651050
1239204	1651050
1217315	1598821
385266	1356
662111	1539
198791	312430
629032	1533
178167	312430
250814	312430
1197535	312430
241628	312430
946729	1068
87910	1362
138603	1406704
325753	1008348
628805	1668249
1030882	312430
228140	312430
1197177	1621837
7522	5353
564857	10775
737518	1400
531528	924
150046	1668248
166941	1668248
746172	1593
775210	1419907
218790	312430
353500	765
1215957	609737
970133	1059806
145749	5618
129165	312430
1176599	312430
465029	362559
447206	362559
876367	361955
514244	361955
293412	312430
653897	361955
883010	1581011
340256	138973
1152064	1508291
180341	312430
128059	312430
1150550	1598821
1137979	10785
1137979	1597650
872320	361955
914204	361955
255712	312430
194486	312430
247921	312430
429236	362559
208587	312430
94183	362559
600581	362559
199503	312430
78390	1671859
246841	312430
1175935	1572235
865264	361955
866136	361955
39308	312430
753562	312430
391094	1572235
272039	1572235
1007887	1572235
141871	1610978
828306	836
847469	361955
149702	1326
149702	681680
757003	593951
266321	312430
842906	1610978
189890	312430
467754	362559
545990	1117
149703	681680
358735	1309
409310	1309
55690	1610972
242455	312430
904382	10774
237707	312430
839074	10774
876520	1556548
88810	1668248
102082	312430
376477	1581037
313102	1003748
851220	594073
588052	1000169
662205	1540
425281	1373
425281	98061
439522	362559
932325	5320
932325	5338
128908	1604
449476	362559
443158	362559
165790	312430
824890	361955
161497	312430
877061	361955
811083	361955
728849	1154
324322	1668249
143130	312430
536732	593921
815254	361955
160693	5386
883213	361955
756146	1613301
915557	5324
915557	5330
361543	361955
244188	312430
1133559	1595070
1068834	765
440338	1373
850435	361955
148018	312430
144762	1497866
1106746	1497866
545459	1497866
141107	1610978
120271	312430
60301	1406531
1239747	1581014
882994	361955
793906	1663356
835665	1663649
329005	1472
319238	5700
804452	1406050
871193	361955
825027	361955
903720	1663649
703182	1581037
434420	1581014
69563	1046
1247248	1181
8799	1518626
278445	623
838339	1658604
812932	361955
341258	1248
636561	362559
607375	1499472
119670	312430
142040	747
67703	362559
128042	312430
814378	361955
442511	362559
854237	361955
600182	361955
848676	361955
363101	362559
218422	312430
1218098	1651050
917514	489164
864019	361955
811308	361955
142805	312430
181744	362559
181744	1651050
784102	1651050
745222	1001825
307243	1001825
816898	361955
827657	361955
290358	1001825
820919	361955
445688	362559
878868	361955
320763	489164
455732	1001825
150872	312430
445920	362559
443473	1406531
102347	1001825
458845	362559
626519	361955
431955	362559
448318	362559
463184	362559
820363	361955
459248	362559
452927	362559
840294	361955
708171	361955
843403	361955
267055	1001825
218513	1001825
871666	361955
17639	490700
365093	361955
785979	750
463548	362559
816442	361955
1185233	495575
674203	361955
363797	361955
464586	362559
445916	362559
463584	362559
459891	362559
284101	1001825
381570	1496
868292	361955
358036	1572233
218506	1001825
462260	362559
828032	361955
90839	1098
813009	361955
678682	1572233
302324	958
439542	362559
817544	361955
434700	362559
268239	11048
941471	1318
769110	1618
285514	1352
881532	312430
881532	361955
437445	362559
884481	361955
438310	362559
840296	361955
460366	362559
91705	1651050
824965	361955
451051	362559
451051	1001825
813227	361955
875585	361955
827935	361955
453806	362559
436410	889
436411	889
815492	361955
462234	362559
442021	362559
1089017	1581021
442618	362559
120269	361955
120269	1651050
909283	1651050
877797	361955
901367	1651050
181283	1651050
445039	362559
761659	1651050
468105	362559
151113	1584
890273	361955
331125	312430
843590	1658604
466656	362559
466656	1651050
867911	361955
462658	362559
460432	362559
867152	361955
454812	362559
811080	361955
817547	361955
617338	1651050
194638	1651050
109677	312430
109677	1631581
457196	362559
422917	1001825
277961	1001825
293172	312430
114774	1597651
241821	1024
98165	312430
221395	312430
773631	1008354
523245	312430
875129	361955
141955	312430
1106717	1497866
866142	361955
120334	312430
860712	361955
470322	362559
306	241893
854665	10777
351711	5358
83218	312430
467102	362559
814953	361955
141476	312430
881095	361955
891743	361955
197422	361955
883544	361955
863798	361955
816213	361955
200606	312430
833303	361955
863112	361955
822559	361955
790460	1523738
870775	361955
157684	312430
474366	362559
822286	361955
305493	1631581
536358	186059
792953	1663356
1194060	5332
567642	312430
761619	98061
845022	362559
884138	361955
878405	361955
1066266	489159
879840	361955
156469	1481843
814388	361955
817907	361955
46919	241893
390843	312430
820438	361955
463876	362559
454090	362559
471201	362559
804851	1286
19144	1661894
244695	312430
38320	5366
813979	361955
108497	312430
135239	594073
860325	361955
863570	361955
196058	1653243
473966	362559
456290	362559
458394	362559
466363	362559
815256	361955
469854	10773
311358	963
1135621	5366
943626	10777
943626	1597650
532141	10771
915842	5341
197959	312430
200600	312430
472081	362559
890865	361955
864024	361955
819785	361955
198643	312430
787167	1497866
187978	312430
474532	362559
285329	10783
469807	362559
177585	1316369
903697	593951
639222	1432
461209	362559
442751	362559
825783	361955
125735	1001825
1237627	1584677
503053	986
503053	97992
532506	987
826842	10793
466792	362559
500171	361955
642726	361955
733196	944
409850	1671859
172829	312430
1215952	609737
131316	312430
446143	362559
866203	361955
218861	312430
592866	1406704
282855	1320
216870	312430
461654	362559
1129187	10771
471678	362559
1196978	10692
456438	312430
1215905	609737
1215948	609737
548356	1477464
856363	1610978
1145105	10692
1145105	1610978
817590	361955
358145	1581018
860705	361955
143132	312430
123451	312430
123366	312430
406011	769
406011	1394
406011	11048
753844	1462
199023	1118
134570	312430
846794	1003699
632613	1518480
753576	1610973
165073	5323
165073	5330
165073	312430
842128	1581024
848079	1584191
166793	312430
677828	1585653
677818	1585653
811771	361955
295911	900
1096170	810
149704	681680
862218	25223
123208	312430
937081	361955
445163	362559
908468	1651050
221396	312430
221397	312430
91201	5365
91201	10785
91201	10787
129984	1003699
310713	10782
129328	1003699
337509	5349
328058	1619389
459386	10803
838349	1484697
1033492	1665760
210959	312430
149706	681680
854215	361955
857019	241893
397523	1556548
923635	1592440
618386	5361
618386	10703
452752	362559
820552	361955
236049	312430
237017	312430
812910	361955
268343	312430
811643	361955
299222	138981
765195	1012
850664	361955
460545	362559
818201	361955
440320	362559
870012	361955
441185	362559
451059	362559
246401	312430
1141537	10692
137404	5388
1057883	10773
1057883	10789
379780	1551
379780	1581012
937846	1584598
693344	1492561
164615	312430
91242	10787
449682	10773
430562	361955
461619	362559
39441	362559
717768	1572235
511081	992
952998	913
1215945	609737
283406	5359
283406	10703
871668	361955
224745	312430
817941	361955
883393	361955
825017	361955
457476	362559
649626	1482391
706392	1538791
717888	1000324
462325	362559
238880	312430
860892	361955
165815	312430
855871	361955
